"Daily Weather Observations for Melbourne (Olympic Park), Victoria for November 2025",,,,,,,,,,,,,,,,,,,,,
Prepared at 13:01 UTC on Wednesday 18 March 2026   IDCJDW3033.202511,,,,,,,,,,,,,,,,,,,,,
Copyright 2003 Commonwealth Bureau of Meteorology,,,,,,,,,,,,,,,,,,,,,
Observations were drawn from Melbourne (Olympic Park) {station 086338},,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,Date,Min temperature (°C),Max temperature (°C),Total Rainfall (mm),Time of maximum  gust,Direction of wind,max wind speed (km/h),max  gust speed(km/h),max pressure (hPa),Max Humidity (%),Min Humidity (%),,,,9am MSL pressure (hPa),3pm Temperature (°C),3pm relative humidity (%),3pm cloud amount (oktas),3pm wind direction,3pm wind speed (km/h),3pm MSL pressure (hPa)
,11/02/2020,,,,,,,,,,,,,,,,,,,,
,12/02/2020,,,,,,,,,,,,,,,,,,,,
,13/02/2020,,,,,,,,,,,,,,,,,,,,
,14/02/2020,,,,,,,,,,,,,,,,,,,,
,15/02/2020,,,,,,,,,,,,,,,,,,,,
,16/02/2020,,,,,,,,,,,,,,,,,,,,
,17/02/2020,,,,,,,,,,,,,,,,,,,,
,18/02/2020,,,,,,,,,,,,,,,,,,,,
,19/02/2020,,,,,,,,,,,,,,,,,,,,
,20/02/2020,,,,,,,,,,,,,,,,,,,,
,21/02/2020,,,,,,,,,,,,,,,,,,,,
,22/02/2020,,,,,,,,,,,,,,,,,,,,
,23/02/2020,,,,,,,,,,,,,,,,,,,,
,24/02/2020,,,,,,,,,,,,,,,,,,,,
,25/02/2020,,,,,,,,,,,,,,,,,,,,
,26/02/2020,,,,,,,,,,,,,,,,,,,,
,27/02/2020,,,,,,,,,,,,,,,,,,,,
,28/02/2020,,,,,,,,,,,,,,,,,,,,
,29/02/2020,,,,,,,,,,,,,,,,,,,,
,1/03/2020,,,,,,,,,,,,,,,,,,,,
,2/03/2020,,,,,,,,,,,,,,,,,,,,
,3/03/2020,,,,,,,,,,,,,,,,,,,,
,4/03/2020,,,,,,,,,,,,,,,,,,,,
,5/03/2020,,,,,,,,,,,,,,,,,,,,
,6/03/2020,,,,,,,,,,,,,,,,,,,,
,7/03/2020,,,,,,,,,,,,,,,,,,,,
,8/03/2020,,,,,,,,,,,,,,,,,,,,
,9/03/2020,,,,,,,,,,,,,,,,,,,,
,10/03/2020,,,,,,,,,,,,,,,,,,,,
,11/03/2020,,,,,,,,,,,,,,,,,,,,
,12/03/2020,,,,,,,,,,,,,,,,,,,,
,13/03/2020,,,,,,,,,,,,,,,,,,,,
,14/03/2020,,,,,,,,,,,,,,,,,,,,
,15/03/2020,,,,,,,,,,,,,,,,,,,,
,16/03/2020,,,,,,,,,,,,,,,,,,,,
,17/03/2020,,,,,,,,,,,,,,,,,,,,
,18/03/2020,,,,,,,,,,,,,,,,,,,,
,19/03/2020,,,,,,,,,,,,,,,,,,,,
,20/03/2020,,,,,,,,,,,,,,,,,,,,
,21/03/2020,,,,,,,,,,,,,,,,,,,,
,22/03/2020,,,,,,,,,,,,,,,,,,,,
,23/03/2020,,,,,,,,,,,,,,,,,,,,
,24/03/2020,,,,,,,,,,,,,,,,,,,,
,25/03/2020,,,,,,,,,,,,,,,,,,,,
,26/03/2020,,,,,,,,,,,,,,,,,,,,
,27/03/2020,,,,,,,,,,,,,,,,,,,,
,28/03/2020,,,,,,,,,,,,,,,,,,,,
,29/03/2020,,,,,,,,,,,,,,,,,,,,
,30/03/2020,,,,,,,,,,,,,,,,,,,,
,31/03/2020,,,,,,,,,,,,,,,,,,,,
,1/04/2020,,,,,,,,,,,,,,,,,,,,
,2/04/2020,,,,,,,,,,,,,,,,,,,,
,3/04/2020,,,,,,,,,,,,,,,,,,,,
,4/04/2020,,,,,,,,,,,,,,,,,,,,
,5/04/2020,,,,,,,,,,,,,,,,,,,,
,6/04/2020,,,,,,,,,,,,,,,,,,,,
,7/04/2020,,,,,,,,,,,,,,,,,,,,
,8/04/2020,,,,,,,,,,,,,,,,,,,,
,9/04/2020,,,,,,,,,,,,,,,,,,,,
,10/04/2020,,,,,,,,,,,,,,,,,,,,
,11/04/2020,,,,,,,,,,,,,,,,,,,,
,12/04/2020,,,,,,,,,,,,,,,,,,,,
,13/04/2020,,,,,,,,,,,,,,,,,,,,
,14/04/2020,,,,,,,,,,,,,,,,,,,,
,15/04/2020,,,,,,,,,,,,,,,,,,,,
,16/04/2020,,,,,,,,,,,,,,,,,,,,
,17/04/2020,,,,,,,,,,,,,,,,,,,,
,18/04/2020,,,,,,,,,,,,,,,,,,,,
,19/04/2020,,,,,,,,,,,,,,,,,,,,
,20/04/2020,,,,,,,,,,,,,,,,,,,,
,21/04/2020,,,,,,,,,,,,,,,,,,,,
,22/04/2020,,,,,,,,,,,,,,,,,,,,
,23/04/2020,,,,,,,,,,,,,,,,,,,,
,24/04/2020,,,,,,,,,,,,,,,,,,,,
,25/04/2020,,,,,,,,,,,,,,,,,,,,
,26/04/2020,,,,,,,,,,,,,,,,,,,,
,27/04/2020,,,,,,,,,,,,,,,,,,,,
,28/04/2020,,,,,,,,,,,,,,,,,,,,
,29/04/2020,,,,,,,,,,,,,,,,,,,,
,30/04/2020,,,,,,,,,,,,,,,,,,,,
,1/05/2020,,,,,,,,,,,,,,,,,,,,
,2/05/2020,,,,,,,,,,,,,,,,,,,,
,3/05/2020,,,,,,,,,,,,,,,,,,,,
,4/05/2020,,,,,,,,,,,,,,,,,,,,
,5/05/2020,,,,,,,,,,,,,,,,,,,,
,6/05/2020,,,,,,,,,,,,,,,,,,,,
,7/05/2020,,,,,,,,,,,,,,,,,,,,
,8/05/2020,,,,,,,,,,,,,,,,,,,,
,9/05/2020,,,,,,,,,,,,,,,,,,,,
,10/05/2020,,,,,,,,,,,,,,,,,,,,
,11/05/2020,,,,,,,,,,,,,,,,,,,,
,12/05/2020,,,,,,,,,,,,,,,,,,,,
,13/05/2020,,,,,,,,,,,,,,,,,,,,
,14/05/2020,,,,,,,,,,,,,,,,,,,,
,15/05/2020,,,,,,,,,,,,,,,,,,,,
,16/05/2020,,,,,,,,,,,,,,,,,,,,
,17/05/2020,,,,,,,,,,,,,,,,,,,,
,18/05/2020,,,,,,,,,,,,,,,,,,,,
,19/05/2020,,,,,,,,,,,,,,,,,,,,
,20/05/2020,,,,,,,,,,,,,,,,,,,,
,21/05/2020,,,,,,,,,,,,,,,,,,,,
,22/05/2020,,,,,,,,,,,,,,,,,,,,
,23/05/2020,,,,,,,,,,,,,,,,,,,,
,24/05/2020,,,,,,,,,,,,,,,,,,,,
,25/05/2020,,,,,,,,,,,,,,,,,,,,
,26/05/2020,,,,,,,,,,,,,,,,,,,,
,27/05/2020,,,,,,,,,,,,,,,,,,,,
,28/05/2020,,,,,,,,,,,,,,,,,,,,
,29/05/2020,,,,,,,,,,,,,,,,,,,,
,30/05/2020,,,,,,,,,,,,,,,,,,,,
,31/05/2020,,,,,,,,,,,,,,,,,,,,
,1/06/2020,,,,,,,,,,,,,,,,,,,,
,2/06/2020,,,,,,,,,,,,,,,,,,,,
,3/06/2020,,,,,,,,,,,,,,,,,,,,
,4/06/2020,,,,,,,,,,,,,,,,,,,,
,5/06/2020,,,,,,,,,,,,,,,,,,,,
,6/06/2020,,,,,,,,,,,,,,,,,,,,
,7/06/2020,,,,,,,,,,,,,,,,,,,,
,8/06/2020,,,,,,,,,,,,,,,,,,,,
,9/06/2020,,,,,,,,,,,,,,,,,,,,
,10/06/2020,,,,,,,,,,,,,,,,,,,,
,11/06/2020,,,,,,,,,,,,,,,,,,,,
,12/06/2020,,,,,,,,,,,,,,,,,,,,
,13/06/2020,,,,,,,,,,,,,,,,,,,,
,14/06/2020,,,,,,,,,,,,,,,,,,,,
,15/06/2020,,,,,,,,,,,,,,,,,,,,
,16/06/2020,,,,,,,,,,,,,,,,,,,,
,17/06/2020,,,,,,,,,,,,,,,,,,,,
,18/06/2020,,,,,,,,,,,,,,,,,,,,
,19/06/2020,,,,,,,,,,,,,,,,,,,,
,20/06/2020,,,,,,,,,,,,,,,,,,,,
,21/06/2020,,,,,,,,,,,,,,,,,,,,
,22/06/2020,,,,,,,,,,,,,,,,,,,,
,23/06/2020,,,,,,,,,,,,,,,,,,,,
,24/06/2020,,,,,,,,,,,,,,,,,,,,
,25/06/2020,,,,,,,,,,,,,,,,,,,,
,26/06/2020,,,,,,,,,,,,,,,,,,,,
,27/06/2020,,,,,,,,,,,,,,,,,,,,
,28/06/2020,,,,,,,,,,,,,,,,,,,,
,29/06/2020,,,,,,,,,,,,,,,,,,,,
,30/06/2020,,,,,,,,,,,,,,,,,,,,
,1/07/2020,,,,,,,,,,,,,,,,,,,,
,2/07/2020,,,,,,,,,,,,,,,,,,,,
,3/07/2020,,,,,,,,,,,,,,,,,,,,
,4/07/2020,,,,,,,,,,,,,,,,,,,,
,5/07/2020,,,,,,,,,,,,,,,,,,,,
,6/07/2020,,,,,,,,,,,,,,,,,,,,
,7/07/2020,,,,,,,,,,,,,,,,,,,,
,8/07/2020,,,,,,,,,,,,,,,,,,,,
,9/07/2020,,,,,,,,,,,,,,,,,,,,
,10/07/2020,,,,,,,,,,,,,,,,,,,,
,11/07/2020,,,,,,,,,,,,,,,,,,,,
,12/07/2020,,,,,,,,,,,,,,,,,,,,
,13/07/2020,,,,,,,,,,,,,,,,,,,,
,14/07/2020,,,,,,,,,,,,,,,,,,,,
,15/07/2020,,,,,,,,,,,,,,,,,,,,
,16/07/2020,,,,,,,,,,,,,,,,,,,,
,17/07/2020,,,,,,,,,,,,,,,,,,,,
,18/07/2020,,,,,,,,,,,,,,,,,,,,
,19/07/2020,,,,,,,,,,,,,,,,,,,,
,20/07/2020,,,,,,,,,,,,,,,,,,,,
,21/07/2020,,,,,,,,,,,,,,,,,,,,
,22/07/2020,,,,,,,,,,,,,,,,,,,,
,23/07/2020,,,,,,,,,,,,,,,,,,,,
,24/07/2020,,,,,,,,,,,,,,,,,,,,
,25/07/2020,,,,,,,,,,,,,,,,,,,,
,26/07/2020,,,,,,,,,,,,,,,,,,,,
,27/07/2020,,,,,,,,,,,,,,,,,,,,
,28/07/2020,,,,,,,,,,,,,,,,,,,,
,29/07/2020,,,,,,,,,,,,,,,,,,,,
,30/07/2020,,,,,,,,,,,,,,,,,,,,
,31/07/2020,,,,,,,,,,,,,,,,,,,,
,1/08/2020,,,,,,,,,,,,,,,,,,,,
,2/08/2020,,,,,,,,,,,,,,,,,,,,
,3/08/2020,,,,,,,,,,,,,,,,,,,,
,4/08/2020,,,,,,,,,,,,,,,,,,,,
,5/08/2020,,,,,,,,,,,,,,,,,,,,
,6/08/2020,,,,,,,,,,,,,,,,,,,,
,7/08/2020,,,,,,,,,,,,,,,,,,,,
,8/08/2020,,,,,,,,,,,,,,,,,,,,
,9/08/2020,,,,,,,,,,,,,,,,,,,,
,10/08/2020,,,,,,,,,,,,,,,,,,,,
,11/08/2020,,,,,,,,,,,,,,,,,,,,
,12/08/2020,,,,,,,,,,,,,,,,,,,,
,13/08/2020,,,,,,,,,,,,,,,,,,,,
,14/08/2020,,,,,,,,,,,,,,,,,,,,
,15/08/2020,,,,,,,,,,,,,,,,,,,,
,16/08/2020,,,,,,,,,,,,,,,,,,,,
,17/08/2020,,,,,,,,,,,,,,,,,,,,
,18/08/2020,,,,,,,,,,,,,,,,,,,,
,19/08/2020,,,,,,,,,,,,,,,,,,,,
,20/08/2020,,,,,,,,,,,,,,,,,,,,
,21/08/2020,,,,,,,,,,,,,,,,,,,,
,22/08/2020,,,,,,,,,,,,,,,,,,,,
,23/08/2020,,,,,,,,,,,,,,,,,,,,
,24/08/2020,,,,,,,,,,,,,,,,,,,,
,25/08/2020,,,,,,,,,,,,,,,,,,,,
,26/08/2020,,,,,,,,,,,,,,,,,,,,
,27/08/2020,,,,,,,,,,,,,,,,,,,,
,28/08/2020,,,,,,,,,,,,,,,,,,,,
,29/08/2020,,,,,,,,,,,,,,,,,,,,
,30/08/2020,,,,,,,,,,,,,,,,,,,,
,31/08/2020,,,,,,,,,,,,,,,,,,,,
,1/09/2020,,,,,,,,,,,,,,,,,,,,
,2/09/2020,,,,,,,,,,,,,,,,,,,,
,3/09/2020,,,,,,,,,,,,,,,,,,,,
,4/09/2020,,,,,,,,,,,,,,,,,,,,
,5/09/2020,,,,,,,,,,,,,,,,,,,,
,6/09/2020,,,,,,,,,,,,,,,,,,,,
,7/09/2020,,,,,,,,,,,,,,,,,,,,
,8/09/2020,,,,,,,,,,,,,,,,,,,,
,9/09/2020,,,,,,,,,,,,,,,,,,,,
,10/09/2020,,,,,,,,,,,,,,,,,,,,
,11/09/2020,,,,,,,,,,,,,,,,,,,,
,12/09/2020,,,,,,,,,,,,,,,,,,,,
,13/09/2020,,,,,,,,,,,,,,,,,,,,
,14/09/2020,,,,,,,,,,,,,,,,,,,,
,15/09/2020,,,,,,,,,,,,,,,,,,,,
,16/09/2020,,,,,,,,,,,,,,,,,,,,
,17/09/2020,,,,,,,,,,,,,,,,,,,,
,18/09/2020,,,,,,,,,,,,,,,,,,,,
,19/09/2020,,,,,,,,,,,,,,,,,,,,
,20/09/2020,,,,,,,,,,,,,,,,,,,,
,21/09/2020,,,,,,,,,,,,,,,,,,,,
,22/09/2020,,,,,,,,,,,,,,,,,,,,
,23/09/2020,,,,,,,,,,,,,,,,,,,,
,24/09/2020,,,,,,,,,,,,,,,,,,,,
,25/09/2020,,,,,,,,,,,,,,,,,,,,
,26/09/2020,,,,,,,,,,,,,,,,,,,,
,27/09/2020,,,,,,,,,,,,,,,,,,,,
,28/09/2020,,,,,,,,,,,,,,,,,,,,
,29/09/2020,,,,,,,,,,,,,,,,,,,,
,30/09/2020,,,,,,,,,,,,,,,,,,,,
,1/10/2020,,,,,,,,,,,,,,,,,,,,
,2/10/2020,,,,,,,,,,,,,,,,,,,,
,3/10/2020,,,,,,,,,,,,,,,,,,,,
,4/10/2020,,,,,,,,,,,,,,,,,,,,
,5/10/2020,,,,,,,,,,,,,,,,,,,,
,6/10/2020,,,,,,,,,,,,,,,,,,,,
,7/10/2020,,,,,,,,,,,,,,,,,,,,
,8/10/2020,,,,,,,,,,,,,,,,,,,,
,9/10/2020,,,,,,,,,,,,,,,,,,,,
,10/10/2020,,,,,,,,,,,,,,,,,,,,
,11/10/2020,,,,,,,,,,,,,,,,,,,,
,12/10/2020,,,,,,,,,,,,,,,,,,,,
,13/10/2020,,,,,,,,,,,,,,,,,,,,
,14/10/2020,,,,,,,,,,,,,,,,,,,,
,15/10/2020,,,,,,,,,,,,,,,,,,,,
,16/10/2020,,,,,,,,,,,,,,,,,,,,
,17/10/2020,,,,,,,,,,,,,,,,,,,,
,18/10/2020,,,,,,,,,,,,,,,,,,,,
,19/10/2020,,,,,,,,,,,,,,,,,,,,
,20/10/2020,,,,,,,,,,,,,,,,,,,,
,21/10/2020,,,,,,,,,,,,,,,,,,,,
,22/10/2020,,,,,,,,,,,,,,,,,,,,
,23/10/2020,,,,,,,,,,,,,,,,,,,,
,24/10/2020,,,,,,,,,,,,,,,,,,,,
,25/10/2020,,,,,,,,,,,,,,,,,,,,
,26/10/2020,,,,,,,,,,,,,,,,,,,,
,27/10/2020,,,,,,,,,,,,,,,,,,,,
,28/10/2020,,,,,,,,,,,,,,,,,,,,
,29/10/2020,,,,,,,,,,,,,,,,,,,,
,30/10/2020,,,,,,,,,,,,,,,,,,,,
,31/10/2020,,,,,,,,,,,,,,,,,,,,
,1/11/2020,,,,,,,,,,,,,,,,,,,,
,2/11/2020,,,,,,,,,,,,,,,,,,,,
,3/11/2020,,,,,,,,,,,,,,,,,,,,
,4/11/2020,,,,,,,,,,,,,,,,,,,,
,5/11/2020,,,,,,,,,,,,,,,,,,,,
,6/11/2020,,,,,,,,,,,,,,,,,,,,
,7/11/2020,,,,,,,,,,,,,,,,,,,,
,8/11/2020,,,,,,,,,,,,,,,,,,,,
,9/11/2020,,,,,,,,,,,,,,,,,,,,
,10/11/2020,,,,,,,,,,,,,,,,,,,,
,11/11/2020,,,,,,,,,,,,,,,,,,,,
,12/11/2020,,,,,,,,,,,,,,,,,,,,
,13/11/2020,,,,,,,,,,,,,,,,,,,,
,14/11/2020,,,,,,,,,,,,,,,,,,,,
,15/11/2020,,,,,,,,,,,,,,,,,,,,
,16/11/2020,,,,,,,,,,,,,,,,,,,,
,17/11/2020,,,,,,,,,,,,,,,,,,,,
,18/11/2020,,,,,,,,,,,,,,,,,,,,
,19/11/2020,,,,,,,,,,,,,,,,,,,,
,20/11/2020,,,,,,,,,,,,,,,,,,,,
,21/11/2020,,,,,,,,,,,,,,,,,,,,
,22/11/2020,,,,,,,,,,,,,,,,,,,,
,23/11/2020,,,,,,,,,,,,,,,,,,,,
,24/11/2020,,,,,,,,,,,,,,,,,,,,
,25/11/2020,,,,,,,,,,,,,,,,,,,,
,26/11/2020,,,,,,,,,,,,,,,,,,,,
,27/11/2020,,,,,,,,,,,,,,,,,,,,
,28/11/2020,,,,,,,,,,,,,,,,,,,,
,29/11/2020,,,,,,,,,,,,,,,,,,,,
,30/11/2020,,,,,,,,,,,,,,,,,,,,
,1/12/2020,,,,,,,,,,,,,,,,,,,,
,2/12/2020,,,,,,,,,,,,,,,,,,,,
,3/12/2020,,,,,,,,,,,,,,,,,,,,
,4/12/2020,,,,,,,,,,,,,,,,,,,,
,5/12/2020,,,,,,,,,,,,,,,,,,,,
,6/12/2020,,,,,,,,,,,,,,,,,,,,
,7/12/2020,,,,,,,,,,,,,,,,,,,,
,8/12/2020,,,,,,,,,,,,,,,,,,,,
,9/12/2020,,,,,,,,,,,,,,,,,,,,
,10/12/2020,,,,,,,,,,,,,,,,,,,,
,11/12/2020,,,,,,,,,,,,,,,,,,,,
,12/12/2020,,,,,,,,,,,,,,,,,,,,
,13/12/2020,,,,,,,,,,,,,,,,,,,,
,14/12/2020,,,,,,,,,,,,,,,,,,,,
,15/12/2020,,,,,,,,,,,,,,,,,,,,
,16/12/2020,,,,,,,,,,,,,,,,,,,,
,17/12/2020,,,,,,,,,,,,,,,,,,,,
,18/12/2020,,,,,,,,,,,,,,,,,,,,
,19/12/2020,,,,,,,,,,,,,,,,,,,,
,20/12/2020,,,,,,,,,,,,,,,,,,,,
,21/12/2020,,,,,,,,,,,,,,,,,,,,
,22/12/2020,,,,,,,,,,,,,,,,,,,,
,23/12/2020,,,,,,,,,,,,,,,,,,,,
,24/12/2020,,,,,,,,,,,,,,,,,,,,
,25/12/2020,,,,,,,,,,,,,,,,,,,,
,26/12/2020,,,,,,,,,,,,,,,,,,,,
,27/12/2020,,,,,,,,,,,,,,,,,,,,
,28/12/2020,,,,,,,,,,,,,,,,,,,,
,29/12/2020,,,,,,,,,,,,,,,,,,,,
,30/12/2020,,,,,,,,,,,,,,,,,,,,
,31/12/2020,,,,,,,,,,,,,,,,,,,,
,1/01/2021,,,,,,,,,,,,,,,,,,,,
,2/01/2021,,,,,,,,,,,,,,,,,,,,
,3/01/2021,,,,,,,,,,,,,,,,,,,,
,4/01/2021,,,,,,,,,,,,,,,,,,,,
,5/01/2021,,,,,,,,,,,,,,,,,,,,
,6/01/2021,,,,,,,,,,,,,,,,,,,,
,7/01/2021,,,,,,,,,,,,,,,,,,,,
,8/01/2021,,,,,,,,,,,,,,,,,,,,
,9/01/2021,,,,,,,,,,,,,,,,,,,,
,10/01/2021,,,,,,,,,,,,,,,,,,,,
,11/01/2021,,,,,,,,,,,,,,,,,,,,
,12/01/2021,,,,,,,,,,,,,,,,,,,,
,13/01/2021,,,,,,,,,,,,,,,,,,,,
,14/01/2021,,,,,,,,,,,,,,,,,,,,
,15/01/2021,,,,,,,,,,,,,,,,,,,,
,16/01/2021,,,,,,,,,,,,,,,,,,,,
,17/01/2021,,,,,,,,,,,,,,,,,,,,
,18/01/2021,,,,,,,,,,,,,,,,,,,,
,19/01/2021,,,,,,,,,,,,,,,,,,,,
,20/01/2021,,,,,,,,,,,,,,,,,,,,
,21/01/2021,,,,,,,,,,,,,,,,,,,,
,22/01/2021,,,,,,,,,,,,,,,,,,,,
,23/01/2021,,,,,,,,,,,,,,,,,,,,
,24/01/2021,,,,,,,,,,,,,,,,,,,,
,25/01/2021,,,,,,,,,,,,,,,,,,,,
,26/01/2021,,,,,,,,,,,,,,,,,,,,
,27/01/2021,,,,,,,,,,,,,,,,,,,,
,28/01/2021,,,,,,,,,,,,,,,,,,,,
,29/01/2021,,,,,,,,,,,,,,,,,,,,
,30/01/2021,,,,,,,,,,,,,,,,,,,,
,31/01/2021,,,,,,,,,,,,,,,,,,,,
,1/02/2021,,,,,,,,,,,,,,,,,,,,
,2/02/2021,,,,,,,,,,,,,,,,,,,,
,3/02/2021,,,,,,,,,,,,,,,,,,,,
,4/02/2021,,,,,,,,,,,,,,,,,,,,
,5/02/2021,,,,,,,,,,,,,,,,,,,,
,6/02/2021,,,,,,,,,,,,,,,,,,,,
,7/02/2021,,,,,,,,,,,,,,,,,,,,
,8/02/2021,,,,,,,,,,,,,,,,,,,,
,9/02/2021,,,,,,,,,,,,,,,,,,,,
,10/02/2021,,,,,,,,,,,,,,,,,,,,
,11/02/2021,,,,,,,,,,,,,,,,,,,,
,12/02/2021,,,,,,,,,,,,,,,,,,,,
,13/02/2021,,,,,,,,,,,,,,,,,,,,
,14/02/2021,,,,,,,,,,,,,,,,,,,,
,15/02/2021,,,,,,,,,,,,,,,,,,,,
,16/02/2021,,,,,,,,,,,,,,,,,,,,
,17/02/2021,,,,,,,,,,,,,,,,,,,,
,18/02/2021,,,,,,,,,,,,,,,,,,,,
,19/02/2021,,,,,,,,,,,,,,,,,,,,
,20/02/2021,,,,,,,,,,,,,,,,,,,,
,21/02/2021,,,,,,,,,,,,,,,,,,,,
,22/02/2021,,,,,,,,,,,,,,,,,,,,
,23/02/2021,,,,,,,,,,,,,,,,,,,,
,24/02/2021,,,,,,,,,,,,,,,,,,,,
,25/02/2021,,,,,,,,,,,,,,,,,,,,
,26/02/2021,,,,,,,,,,,,,,,,,,,,
,27/02/2021,,,,,,,,,,,,,,,,,,,,
,28/02/2021,,,,,,,,,,,,,,,,,,,,
,1/03/2021,,,,,,,,,,,,,,,,,,,,
,2/03/2021,,,,,,,,,,,,,,,,,,,,
,3/03/2021,,,,,,,,,,,,,,,,,,,,
,4/03/2021,,,,,,,,,,,,,,,,,,,,
,5/03/2021,,,,,,,,,,,,,,,,,,,,
,6/03/2021,,,,,,,,,,,,,,,,,,,,
,7/03/2021,,,,,,,,,,,,,,,,,,,,
,8/03/2021,,,,,,,,,,,,,,,,,,,,
,9/03/2021,,,,,,,,,,,,,,,,,,,,
,10/03/2021,,,,,,,,,,,,,,,,,,,,
,11/03/2021,,,,,,,,,,,,,,,,,,,,
,12/03/2021,,,,,,,,,,,,,,,,,,,,
,13/03/2021,,,,,,,,,,,,,,,,,,,,
,14/03/2021,,,,,,,,,,,,,,,,,,,,
,15/03/2021,,,,,,,,,,,,,,,,,,,,
,16/03/2021,,,,,,,,,,,,,,,,,,,,
,17/03/2021,,,,,,,,,,,,,,,,,,,,
,18/03/2021,,,,,,,,,,,,,,,,,,,,
,19/03/2021,,,,,,,,,,,,,,,,,,,,
,20/03/2021,,,,,,,,,,,,,,,,,,,,
,21/03/2021,,,,,,,,,,,,,,,,,,,,
,22/03/2021,,,,,,,,,,,,,,,,,,,,
,23/03/2021,,,,,,,,,,,,,,,,,,,,
,24/03/2021,,,,,,,,,,,,,,,,,,,,
,25/03/2021,,,,,,,,,,,,,,,,,,,,
,26/03/2021,,,,,,,,,,,,,,,,,,,,
,27/03/2021,,,,,,,,,,,,,,,,,,,,
,28/03/2021,,,,,,,,,,,,,,,,,,,,
,29/03/2021,,,,,,,,,,,,,,,,,,,,
,30/03/2021,,,,,,,,,,,,,,,,,,,,
,31/03/2021,,,,,,,,,,,,,,,,,,,,
,1/04/2021,,,,,,,,,,,,,,,,,,,,
,2/04/2021,,,,,,,,,,,,,,,,,,,,
,3/04/2021,,,,,,,,,,,,,,,,,,,,
,4/04/2021,,,,,,,,,,,,,,,,,,,,
,5/04/2021,,,,,,,,,,,,,,,,,,,,
,6/04/2021,,,,,,,,,,,,,,,,,,,,
,7/04/2021,,,,,,,,,,,,,,,,,,,,
,8/04/2021,,,,,,,,,,,,,,,,,,,,
,9/04/2021,,,,,,,,,,,,,,,,,,,,
,10/04/2021,,,,,,,,,,,,,,,,,,,,
,11/04/2021,,,,,,,,,,,,,,,,,,,,
,12/04/2021,,,,,,,,,,,,,,,,,,,,
,13/04/2021,,,,,,,,,,,,,,,,,,,,
,14/04/2021,,,,,,,,,,,,,,,,,,,,
,15/04/2021,,,,,,,,,,,,,,,,,,,,
,16/04/2021,,,,,,,,,,,,,,,,,,,,
,17/04/2021,,,,,,,,,,,,,,,,,,,,
,18/04/2021,,,,,,,,,,,,,,,,,,,,
,19/04/2021,,,,,,,,,,,,,,,,,,,,
,20/04/2021,,,,,,,,,,,,,,,,,,,,
,21/04/2021,,,,,,,,,,,,,,,,,,,,
,22/04/2021,,,,,,,,,,,,,,,,,,,,
,23/04/2021,,,,,,,,,,,,,,,,,,,,
,24/04/2021,,,,,,,,,,,,,,,,,,,,
,25/04/2021,,,,,,,,,,,,,,,,,,,,
,26/04/2021,,,,,,,,,,,,,,,,,,,,
,27/04/2021,,,,,,,,,,,,,,,,,,,,
,28/04/2021,,,,,,,,,,,,,,,,,,,,
,29/04/2021,,,,,,,,,,,,,,,,,,,,
,30/04/2021,,,,,,,,,,,,,,,,,,,,
,1/05/2021,,,,,,,,,,,,,,,,,,,,
,2/05/2021,,,,,,,,,,,,,,,,,,,,
,3/05/2021,,,,,,,,,,,,,,,,,,,,
,4/05/2021,,,,,,,,,,,,,,,,,,,,
,5/05/2021,,,,,,,,,,,,,,,,,,,,
,6/05/2021,,,,,,,,,,,,,,,,,,,,
,7/05/2021,,,,,,,,,,,,,,,,,,,,
,8/05/2021,,,,,,,,,,,,,,,,,,,,
,9/05/2021,,,,,,,,,,,,,,,,,,,,
,10/05/2021,,,,,,,,,,,,,,,,,,,,
,11/05/2021,,,,,,,,,,,,,,,,,,,,
,12/05/2021,,,,,,,,,,,,,,,,,,,,
,13/05/2021,,,,,,,,,,,,,,,,,,,,
,14/05/2021,,,,,,,,,,,,,,,,,,,,
,15/05/2021,,,,,,,,,,,,,,,,,,,,
,16/05/2021,,,,,,,,,,,,,,,,,,,,
,17/05/2021,,,,,,,,,,,,,,,,,,,,
,18/05/2021,,,,,,,,,,,,,,,,,,,,
,19/05/2021,,,,,,,,,,,,,,,,,,,,
,20/05/2021,,,,,,,,,,,,,,,,,,,,
,21/05/2021,,,,,,,,,,,,,,,,,,,,
,22/05/2021,,,,,,,,,,,,,,,,,,,,
,23/05/2021,,,,,,,,,,,,,,,,,,,,
,24/05/2021,,,,,,,,,,,,,,,,,,,,
,25/05/2021,,,,,,,,,,,,,,,,,,,,
,26/05/2021,,,,,,,,,,,,,,,,,,,,
,27/05/2021,,,,,,,,,,,,,,,,,,,,
,28/05/2021,,,,,,,,,,,,,,,,,,,,
,29/05/2021,,,,,,,,,,,,,,,,,,,,
,30/05/2021,,,,,,,,,,,,,,,,,,,,
,31/05/2021,,,,,,,,,,,,,,,,,,,,
,1/06/2021,,,,,,,,,,,,,,,,,,,,
,2/06/2021,,,,,,,,,,,,,,,,,,,,
,3/06/2021,,,,,,,,,,,,,,,,,,,,
,4/06/2021,,,,,,,,,,,,,,,,,,,,
,5/06/2021,,,,,,,,,,,,,,,,,,,,
,6/06/2021,,,,,,,,,,,,,,,,,,,,
,7/06/2021,,,,,,,,,,,,,,,,,,,,
,8/06/2021,,,,,,,,,,,,,,,,,,,,
,9/06/2021,,,,,,,,,,,,,,,,,,,,
