Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5459-1,18/2/2018,Sean Wendt,"145 Ramsay St,Haberfield",Sydney,NSW,Home Office,Phoebe Gour,Medium,Artisan 478 Labels,Technology,Small Box,Regular Air,20/2/2018,$3.14,$4.91,$1.77,24,$73.50,8%,$4.69,$74.97,$0.50,$75.63
5460-1,27/12/2018,Tony Molinari,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Express Air,29/12/2018,$6.39,$19.98,$13.59,43,$934.24,3%,$93.12,$974.40,$4.00,$754.27
5460-1,6/4/2019,Steve Chapman,"1/50-58 Hunter St,Sydney",Sydney,NSW,Consumer,Preston Senome,Medium,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,11/4/2019,$1.76,$3.38,$1.62,10,$60.45,5%,$1.21,$59.24,$0.85,$60.87
5460-1,7/4/2019,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,HFX LaserJet 3310 Copier,Office Supplies,Small Box,Regular Air,9/4/2019,$377.99,$599.99,$222.00,38,"$17,999.70",1%,"$1,619.97","$16,279.73",$24.49,"$16,304.24"
5460-1,4/10/2018,Carlos Daly,"6-8 O'Connell Street,Newtown",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,5/10/2018,$6.39,$19.98,$13.59,44,$731.24,1%,$60.72,$666.54,$4.00,$661.94
5460-1,1/11/2020,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Small Business,Mihael Khan,Critical,Binder Clips by OIC,Office Supplies,Small Pack,Regular Air,3/11/2020,$0.93,$1.48,$0.55,6,$47.97,2%,$4.41,$44.57,$0.70,$45.53
5460-1,18/7/2019,Julia Dunbar,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Small Business,Phoebe Gour,High,Smiths SlimLine Pencil Sharpener,Technology,Small Box,Regular Air,25/7/2019,$4.79,$11.97,$7.18,47,$134.48,0%,$5.71,$127.33,$5.81,$129.93
5461-1,29/5/2018,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,High,Artisan Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Small Box,Regular Air,29/5/2018,$2.16,$3.85,$1.69,23,$127.52,1%,$3.65,$112.68,$0.70,$123.07
5462-1,24/1/2019,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,26/1/2019,$6.39,$19.98,$13.59,8,"$1,255.32",0%,$62.73,"$1,299.37",$4.00,"$1,279.75"
5463-1,5/12/2018,Grobbarah Frawer,"3 Orwell St,Potts Point",Sydney,NSW,Home Office,Leighton Forrest,High,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,7/12/2018,$6.39,$19.98,$13.59,21,$63.56,9%,$18.68,$62.59,$4.00,$63.88
5465-1,4/1/2019,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Low,PastelOcean Color Pencil Set,Office Supplies,Small Box,Express Air,5/1/2019,$11.11,$19.84,$8.73,42,$48.60,1%,$4.40,$45.50,$4.10,$46.63
5465-1,23/2/2019,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Consumer,Samantha Chairs,High,Artisan Hi-Liter Fluorescent Desk Style Markers,Technology,Small Box,Regular Air,25/2/2019,$1.76,$3.38,$1.62,13,$65.54,3%,$0.92,$62.16,$0.85,$64.22
5465-1,23/4/2020,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,High,1726 Digital Answering Machine,Office Supplies,Small Box,Regular Air,23/4/2020,$8.82,$20.99,$12.17,41,$37.58,7%,$2.53,$26.63,$4.81,$37.64
5466-1,23/10/2019,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,26/10/2019,$4.46,$10.89,$6.43,24,"$2,057.50",4%,$105.78,"$2,957.12",$4.50,"$2,494.11"
5467-1,6/3/2021,Robert Marley,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Consumer,Preston Senome,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,7/3/2021,$3.50,$5.74,$2.24,19,$4.16,0%,$0.04,$4.22,$5.01,$46.85
5467-1,31/10/2020,Gary Zandusky,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,31/10/2020,$1.59,$2.61,$1.02,48,$58.52,7%,$5.45,$50.47,$0.50,$53.62
5467-1,11/4/2019,Brenda Bowman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,Not Specified,12 Colored Short Pencils,Office Supplies,Small Box,Express Air,12/4/2019,$1.09,$2.60,$1.51,46,$5.20,1%,$0.16,$5.04,$2.40,$7.44
5467-2,27/7/2018,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,EcoTones Memo Sheets,Office Supplies,Small Pack,Regular Air,29/7/2018,$2.52,$4.00,$1.48,8,$436.20,3%,$33.07,$422.10,$1.30,$410.43
5468-1,23/9/2018,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Low,Smiths Pushpins,Furniture,Large Box,Regular Air,22/9/2018,$0.94,$1.88,$0.94,25,$63.84,7%,$4.36,$59.34,$0.79,$60.43
5469-1,19/3/2019,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,Connor Betts,High,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,21/3/2019,$6.51,$30.98,$24.47,42,"$1,115.28",10%,$0.00,"$1,115.28",$6.50,"$1,121.78"
5469-1,24/7/2019,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,26/7/2019,$2.26,$3.58,$1.32,19,$139.80,0%,$5.69,$126.01,$5.47,$138.00
5469-1,25/2/2019,Dearre Gonne,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,26/2/2019,$3.84,$6.30,$2.46,34,$220.84,7%,$6.02,$219.50,$0.50,$213.69
5469-1,15/6/2018,Steve Nguyen,"61 York St,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Medium,Bagged Rubber Bands,Office Supplies,Small Box,Express Air,16/6/2018,$0.24,$1.26,$1.02,27,$125.46,10%,$125.34,$122.16,$0.70,$125.55
5469-1,30/11/2019,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Small Business,Samantha Chairs,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,2/12/2019,$0.24,$1.26,$1.02,41,$45.60,2%,$6.20,$49.50,$0.70,$40.63
5470-1,17/9/2019,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Express Air,18/9/2019,$4.59,$7.28,$2.69,35,$80.11,9%,$5.64,$76.49,$11.15,$83.68
5470-1,17/4/2019,Dean Percer,"212 Barkly St,St Kilda",Sydney,NSW,Home Office,Natasha Song,Critical,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,18/4/2019,$4.59,$7.28,$2.69,9,$80.08,9%,$5.61,$74.47,$11.15,$85.62
5470-1,14/8/2020,Justin Knight,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,High,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,23/8/2020,$2.26,$3.58,$1.32,11,$303.96,3%,$14.59,$294.51,$5.47,$293.59
5470-1,9/8/2018,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,16/8/2018,$67.73,$165.20,$97.47,21,"$9,499.50",2%,$783.80,"$7,487.52",$19.99,"$7,269.37"
5470-1,15/2/2019,Brad Thomas,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Express Air,16/2/2019,$2.26,$3.58,$1.32,28,$12.20,4%,$1.22,$12.30,$5.47,$13.75
5470-1,22/9/2019,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Home Office,Leighton Forrest,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Express Air,29/9/2019,$4.59,$7.28,$2.69,6,$81.58,1%,$5.61,$74.47,$11.15,$85.62
5470-1,23/3/2018,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,Steady Liquid Accent Highlighters,Office Supplies,Small Box,Regular Air,26/3/2018,$3.47,$6.68,$3.21,7,$53.94,9%,$0.67,$53.06,$1.50,$54.68
5470-1,23/8/2020,Roynn Steel,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Wrap Bag,Regular Air,30/8/2020,$4.59,$7.28,$2.69,42,$43.68,8%,$2.69,$40.71,$11.15,$45.76
5470-1,25/2/2019,Peel Thomas,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Express Air,26/2/2019,$3.65,$5.98,$2.33,22,$220.20,1%,$6.02,$216.80,$1.49,$213.19
5470-1,17/4/2019,Greg Guthrie,"523 King St,Newtown",Sydney,NSW,Home Office,Aanya Zhang,Low,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,19/4/2019,$4.59,$7.28,$2.69,6,$80.08,10%,$5.61,$74.47,$11.15,$85.62
5471-1,25/2/2019,Trady Freenar,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan Hanging File Binders,Technology,Small Box,Regular Air,26/2/2019,$3.65,$5.98,$2.33,49,$124.98,3%,$6.82,$123.72,$1.49,$129.59
5471-1,28/3/2019,Dionis Lloyd,"33/4 Barangaroo Avenue,Rosebery",Sydney,NSW,Small Business,Natasha Song,Not Specified,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Regular Air,28/3/2019,$4.19,$10.23,$6.04,49,$225.06,7%,$15.75,$209.31,$4.68,$213.99
5471-1,15/1/2019,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,17/1/2019,$2.50,$5.68,$3.18,22,$235.04,2%,$17.25,$215.89,$3.60,$223.97
5471-1,3/4/2019,Alex Grayson,"501 George St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Express Air,5/4/2019,$4.19,$10.23,$6.04,43,$225.06,3%,$15.75,$209.31,$4.68,$213.99
5472-1,4/7/2019,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,High,Artisan Hanging File Binders,Technology,Small Pack,Regular Air,6/7/2019,$3.65,$5.98,$2.33,10,$222.74,10%,$6.68,$216.06,$1.49,$218.19
5472-1,4/9/2018,Darrin Martin,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,Critical,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,6/9/2018,$1.92,$3.26,$1.34,41,$7.40,4%,$2.30,$7.22,$1.26,$14.21
5472-1,2/9/2018,Andrew Allen,"2/797 Botany Rd,Rosebery",Sydney,NSW,Consumer,Samantha Chairs,High,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,3/9/2018,$1.92,$3.26,$1.34,9,$43.76,0%,$2.46,$42.14,$1.86,$43.04
5472-1,29/12/2018,Ken Plitt,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,30/12/2018,$3.65,$5.98,$2.33,30,$167.02,9%,$13.16,$152.80,$1.49,$157.25
5473-1,13/9/2019,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,17/9/2019,$2.50,$5.68,$3.18,8,$133.44,0%,$5.34,$128.10,$3.60,$130.74
5473-1,7/4/2019,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Cando PC940 Copier,Office Supplies,Small Box,Regular Air,7/4/2019,$278.99,$449.99,$171.00,15,"$11,495.59",0%,$931.80,"$11,184.50",$49.00,"$11,166.27"
5475-1,4/2/2022,Roland Black,"438 Victoria Avenue,Chatswood",Sydney,NSW,Corporate,Natasha Song,Medium,Multimedia Mailers,Office Supplies,Small Pack,Regular Air,5/2/2022,$99.39,$162.93,$63.54,34,"$4,499.90",4%,$43.00,"$4,454.90",$19.99,"$4,069.77"
5475-1,24/4/2021,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Critical,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,26/4/2021,$3.65,$5.98,$2.33,18,$398.00,6%,$27.86,$356.92,$1.49,$356.44
5475-1,2/5/2019,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,Medium,"24 Capacity Maxi Data Binder Racks, Pearl",Technology,Small Box,Regular Air,3/5/2019,$84.22,$210.55,$126.33,34,"$6,737.60",7%,$673.76,"$6,063.84",$9.99,"$6,073.83"
5476-1,10/12/2019,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Express Air,11/12/2019,$1.31,$2.84,$1.53,12,$47.20,4%,$4.76,$45.20,$0.93,$46.97
5476-1,1/5/2019,Joni Murtas,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,High,Artisan 487 Labels,Office Supplies,Small Pack,Regular Air,2/5/2019,$2.29,$3.69,$1.40,48,$159.40,2%,$2.59,$158.07,$0.50,$150.57
5476-1,23/12/2018,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,25/12/2018,$6.39,$19.98,$13.59,37,$451.88,3%,$43.07,$450.85,$4.00,$453.17
5476-1,16/3/2018,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Small Box,Regular Air,20/3/2018,$8.92,$29.74,$20.82,42,$264.60,0%,$9.68,$257.56,$6.64,$251.97
5476-1,4/12/2019,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,5/12/2019,$8.92,$29.74,$20.82,33,$265.12,6%,$16.45,$265.85,$6.64,$269.87
5476-1,11/8/2018,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,Pizazz Colored Pencils,Office Supplies,Small Box,Regular Air,13/8/2018,$1.76,$2.94,$1.18,32,$247.26,2%,$2.45,$142.56,$0.81,$143.38
5476-1,10/12/2019,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,11/12/2019,$4.59,$7.28,$2.69,49,$273.62,0%,$4.77,$264.35,$11.15,$269.77
5477-1,2/5/2019,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,Medium,Office Shears by Apex,Office Supplies,Small Box,Regular Air,3/5/2019,$0.94,$2.08,$1.14,22,$53.70,7%,$2.69,$51.02,$2.56,$52.65
5477-1,22/2/2019,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Home Office,Natasha Song,High,Bagged Rubber Bands,Office Supplies,Small Box,Regular Air,23/2/2019,$0.24,$1.26,$1.02,32,$467.92,7%,$14.00,$451.70,$0.70,$465.20
5477-1,2/5/2019,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Critical,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Wrap Bag,Regular Air,3/5/2019,$2.29,$3.58,$1.29,20,$53.70,6%,$2.69,$51.02,$1.63,$52.65
5477-1,2/5/2019,Carlos Meador,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Critical,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Express Air,2/5/2019,$2.29,$3.58,$1.29,23,$53.70,2%,$2.29,$51.02,$1.63,$52.65
5478-1,27/6/2018,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Small Box,Regular Air,29/6/2018,$1.31,$2.84,$1.53,48,$206.30,5%,$2.00,$127.10,$0.93,$128.45
5478-1,25/7/2020,Annie Thurman,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Express Air,26/7/2020,$1.31,$2.84,$1.53,45,$136.32,10%,$9.52,$122.69,$0.93,$123.62
5478-1,24/5/2018,Charlotte Melton,"211/25-29 Dixon St,Haymarket",Sydney,NSW,Consumer,Preston Senome,High,Artisan Hanging File Binders,Technology,Small Pack,Regular Air,25/5/2018,$3.65,$5.98,$2.33,32,$147.00,8%,$15.52,$132.66,$1.49,$131.04
5479-1,4/4/2019,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Poly Binder Pockets,Office Supplies,Small Box,Express Air,5/4/2019,$2.26,$3.58,$1.32,18,$119.45,2%,$11.74,$118.46,$5.47,$119.59
5479-1,11/12/2018,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,15/12/2018,$2.50,$5.68,$3.18,15,$379.62,3%,$33.57,$259.65,$3.60,$250.97
5479-1,8/5/2019,Michelle Moray,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,12/5/2019,$2.26,$3.58,$1.32,7,$89.50,9%,$0.00,$89.50,$5.47,$94.97
5479-1,3/3/2020,Anne McFarland,"834 Bourke St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Wrap Bag,Express Air,1/3/2020,$2.26,$3.58,$1.32,49,$212.80,8%,$8.26,$217.10,$5.47,$237.09
5479-1,20/10/2019,Tamara Willingham,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,Not Specified,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,21/10/2018,$2.26,$3.58,$1.32,31,$26.92,5%,$0.75,$26.63,$5.47,$27.62
5479-1,27/3/2019,Brindarte Groys,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,28/3/2019,$2.26,$3.58,$1.32,41,$89.50,1%,$0.00,$89.50,$5.47,$94.97
5479-1,8/12/2018,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Small Business,Charlie Bui,High,Apex Elite Stainless Steel Scissors,Office Supplies,Small Box,Regular Air,15/12/2018,$3.42,$8.34,$4.92,23,$205.00,10%,$15.36,$209.90,$2.64,$214.39
5479-1,25/2/2018,Theone Pipen,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Poly Binder Pockets,Technology,Small Box,Regular Air,26/2/2018,$2.26,$3.58,$1.32,27,$136.32,0%,$8.95,$122.69,$5.47,$126.75
5479-1,4/5/2018,Sibella Parks,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Apex Preferred Stainless Steel Scissors,Office Supplies,Wrap Bag,Regular Air,6/5/2018,$2.50,$5.68,$3.18,16,$255.34,1%,$25.97,$263.71,$3.60,$258.94
5479-1,6/5/2019,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Not Specified,Artisan Durable Poly Binders,Office Supplies,Wrap Bag,Regular Air,8/5/2019,$3.37,$5.53,$2.16,17,$81.45,9%,$6.52,$74.93,$6.98,$75.68
5479-1,13/9/2019,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,17/9/2019,$5.19,$12.98,$7.79,2,$526.80,1%,$5.19,$410.05,$3.14,$414.54
5479-1,6/5/2019,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,8/5/2019,$3.65,$5.98,$2.33,44,$89.50,0%,$0.00,$89.50,$1.49,$94.97
5479-1,15/5/2019,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,Artisan Poly Binder Pockets,Office Supplies,Small Pack,Regular Air,16/5/2019,$2.26,$3.58,$1.32,8,$89.50,3%,$0.00,$89.50,$5.47,$94.97
5479-2,6/5/2019,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Low,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Wrap Bag,Regular Air,8/5/2019,$1.92,$3.26,$1.34,19,$81.45,0%,$6.52,$74.93,$1.86,$75.68
5479-2,6/5/2019,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Low,Assorted Color Push Pins,Technology,Small Box,Regular Air,8/5/2019,$0.87,$1.81,$0.94,20,$81.45,8%,$6.52,$74.93,$0.75,$75.68
5479-2,6/5/2019,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Low,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,8/5/2019,$0.87,$1.81,$0.94,32,$81.45,10%,$6.52,$74.93,$0.75,$75.68
5479-2,6/5/2019,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Critical,Assorted Color Push Pins,Technology,Small Box,Regular Air,8/5/2019,$0.87,$1.81,$0.94,8,$81.45,5%,$6.52,$74.93,$0.75,$75.68
5479-2,6/5/2019,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Corporate,Tina Carlton,Medium,Actisan Binder Labels,Technology,Large Box,Regular Air,8/5/2019,$2.45,$3.89,$1.44,30,$81.45,9%,$6.52,$74.93,$7.01,$75.68
5479-2,6/5/2019,Tracy Blumstein,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,High,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,8/5/2019,$0.87,$1.81,$0.94,10,$81.45,6%,$6.52,$74.93,$0.75,$75.68
5480-1,3/11/2018,Jeremy Lonsdale,"163 Concord Road,North Strathfield",Sydney,NSW,Corporate,Charlie Bui,High,Artisan Hanging File Binders,Office Supplies,Small Pack,Express Air,3/11/2018,$3.65,$5.98,$2.33,11,$529.64,3%,$26.94,$520.69,$1.49,$61.48
5480-1,14/10/2021,Lisa DeCherney,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,HFX LaserJet 3310 Copier,Office Supplies,Wrap Bag,Regular Air,25/10/2021,$377.99,$599.99,$222.00,32,"$2,876.58",1%,$143.84,"$2,702.35",$24.49,"$2,756.22"
5480-1,12/7/2019,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Home Office,Mihael Khan,Medium,Binder Posts,Technology,Small Box,Regular Air,14/7/2019,$3.50,$5.74,$2.24,27,$258.30,5%,$0.00,$258.30,$5.01,$263.31
5480-1,28/1/2021,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Small Business,Aanya Zhang,Medium,Adesso Programmable 142-Key Keyboard,Office Supplies,Small Box,Regular Air,29/1/2021,$32.02,$152.48,$120.46,16,"$2,262.00",0%,$46.32,"$2,216.70",$4.00,"$2,219.31"
5480-1,25/3/2019,Perel Freme,"531 King St,Newtown",Sydney,NSW,Corporate,Mihael Khan,Not Specified,Binder Posts,Furniture,Small Pack,Regular Air,26/3/2019,$3.50,$5.74,$2.24,7,$258.30,1%,$0.00,$258.30,$5.01,$263.31
5481-1,8/6/2019,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,TechSavi Internet Navigator Keyboard,Office Supplies,Wrap Bag,Express Air,10/6/2019,$6.51,$30.98,$24.47,31,$743.81,1%,$7.45,$747.47,$6.50,$837.87
5481-1,18/11/2019,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,Phoebe Gour,Not Specified,Smiths Colored Interoffice Envelopes,Office Supplies,Wrap Bag,Regular Air,20/11/2019,$19.83,$30.98,$11.15,18,$479.60,4%,$18.86,$472.70,$19.51,$485.76
5481-1,7/8/2019,John Lucas,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Wrap Bag,Regular Air,9/8/2019,$1.84,$2.88,$1.04,47,$88.06,7%,$1.76,$86.30,$0.99,$88.34
5481-1,25/2/2019,Gary Hwang,"60 York St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Medium,Binder Posts,Technology,Small Box,Regular Air,27/2/2019,$3.50,$5.74,$2.24,33,$220.44,1%,$6.61,$213.83,$5.01,$214.33
5481-1,22/3/2020,Tom Ashbrook,"Westfield Sydney,Sydney",Sydney,NSW,Small Business,Natasha Song,High,Alto Perma 2700 Stacking Storage Drawers,Technology,Small Box,Express Air,23/3/2020,$8.92,$29.74,$20.82,29,$219.54,3%,$21.95,$219.57,$6.64,$231.69
